,EMPRESA_ID,RAZAO SOCIAL,NOME FANTASIA,ENDERECO,ENDERECO NUMERO,ENDERECO COMPLEMENTO,BAIRRO,CIDADE,ESTADO,CEP,TAMANHO,CAPITAL SOCIAL,FATURAMENTO,FUNCIONARIOS,DATA DE ABERTURA,TIPO DE UNIDADE,SITUACAO,ATIVIDADE PRINCIPAL,NATUREZA JURIDICA,TELEFONE 1,TELEFONE 2,TELEFONE 3,TELEFONE 4,TELEFONE 5,WEBSITE 1,WEBSITE 2,WEBSITE 3,WEBSITE 4,WEBSITE 5
1013,EMPRESA_ID_1910,EMPRESA 1910,NOME FANTASIA 1910,ENDERECO 1910,NUMERO 1910,COMPLEMENTO 1910,BAIRRO 1910,LIMEIRA,SP,CEP 1910,MICRO,R$ 0 - R$ 50 K,18000100.0,0 - 3,07/18/1966,MATRIZ,ATIVA,Fabricação de cartolina e papel-cartão,Empresa Privada,TELEFONE 1_EMPRESA_1910,TELEFONE 2_EMPRESA_1910,TELEFONE 3_EMPRESA_1910,TELEFONE 4_EMPRESA_1910,TELEFONE 5_EMPRESA_1910,WEBSITE 1_EMPRESA_1910,,,,
1014,EMPRESA_ID_1911,EMPRESA 1911,NOME FANTASIA 1911,ENDERECO 1911,NUMERO 1911,COMPLEMENTO 1911,BAIRRO 1911,LIMEIRA,SP,CEP 1911,PEQUENO,R$ 251 - R$ 500 K,130000100.0,11 - 50,04/13/2007,MATRIZ,ATIVA,"Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo",Empresa Privada,TELEFONE 1_EMPRESA_1911,TELEFONE 2_EMPRESA_1911,TELEFONE 3_EMPRESA_1911,TELEFONE 4_EMPRESA_1911,,WEBSITE 1_EMPRESA_1911,,,,
1015,EMPRESA_ID_1912,EMPRESA 1912,NOME FANTASIA 1912,ENDERECO 1912,NUMERO 1912,COMPLEMENTO 1912,BAIRRO 1912,LIMEIRA,SP,CEP 1912,MEDIO,R$ 51K - R$ 250 K,400000100.0,11 - 50,01/01/1970,MATRIZ,ATIVA,Fabricação de outros produtos de metal não especificados anteriormente,Empresa Privada,TELEFONE 1_EMPRESA_1912,TELEFONE 2_EMPRESA_1912,TELEFONE 3_EMPRESA_1912,TELEFONE 4_EMPRESA_1912,TELEFONE 5_EMPRESA_1912,WEBSITE 1_EMPRESA_1912,WEBSITE 2_EMPRESA_1912,WEBSITE 3_EMPRESA_1912,WEBSITE 4_EMPRESA_1912,WEBSITE 5_EMPRESA_1912
1016,EMPRESA_ID_1913,EMPRESA 1913,NOME FANTASIA 1913,ENDERECO 1913,NUMERO 1913,COMPLEMENTO 1913,BAIRRO 1913,VALINHOS,SP,CEP 1913,PEQUENO,R$ 50 M - R$ 100 M,18000100.0,0 - 3,08/27/1973,MATRIZ,ATIVA,Fabricação de vinagres,Empresa Privada,TELEFONE 1_EMPRESA_1913,TELEFONE 2_EMPRESA_1913,TELEFONE 3_EMPRESA_1913,TELEFONE 4_EMPRESA_1913,TELEFONE 5_EMPRESA_1913,,,,,
1017,EMPRESA_ID_1914,EMPRESA 1914,NOME FANTASIA 1914,ENDERECO 1914,NUMERO 1914,COMPLEMENTO 1914,BAIRRO 1914,SAO JOAO DA BOA VISTA,SP,CEP 1914,MEDIO,"R$ 501 - R$ 2,5 M",480000100.0,11 - 50,07/26/1966,MATRIZ,ATIVA,Fabricação de outros produtos de metal não especificados anteriormente,Empresa Privada,TELEFONE 1_EMPRESA_1914,TELEFONE 2_EMPRESA_1914,TELEFONE 3_EMPRESA_1914,TELEFONE 4_EMPRESA_1914,TELEFONE 5_EMPRESA_1914,WEBSITE 1_EMPRESA_1914,WEBSITE 2_EMPRESA_1914,WEBSITE 3_EMPRESA_1914,,
1018,EMPRESA_ID_1915,EMPRESA 1915,NOME FANTASIA 1915,ENDERECO 1915,NUMERO 1915,COMPLEMENTO 1915,BAIRRO 1915,ALMIRANTE TAMANDARE,PR,CEP 1915,PEQUENO,R$ 0 - R$ 50 K,18000100.0,0 - 3,01/01/1970,MATRIZ,ATIVA,"Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente, partes e peças",Empresa Privada,TELEFONE 1_EMPRESA_1915,TELEFONE 2_EMPRESA_1915,TELEFONE 3_EMPRESA_1915,TELEFONE 4_EMPRESA_1915,TELEFONE 5_EMPRESA_1915,WEBSITE 1_EMPRESA_1915,,,,
1019,EMPRESA_ID_1916,EMPRESA 1916,NOME FANTASIA 1916,ENDERECO 1916,NUMERO 1916,COMPLEMENTO 1916,BAIRRO 1916,CORONEL FABRICIANO,MG,CEP 1916,MICRO,R$ 0 - R$ 50 K,18000100.0,11 - 50,01/01/1970,MATRIZ,ATIVA,Educação superior - graduação e pós-graduação,Empresa Privada,TELEFONE 1_EMPRESA_1916,TELEFONE 2_EMPRESA_1916,TELEFONE 3_EMPRESA_1916,TELEFONE 4_EMPRESA_1916,TELEFONE 5_EMPRESA_1916,WEBSITE 1_EMPRESA_1916,WEBSITE 2_EMPRESA_1916,WEBSITE 3_EMPRESA_1916,WEBSITE 4_EMPRESA_1916,WEBSITE 5_EMPRESA_1916
1020,EMPRESA_ID_1917,EMPRESA 1917,NOME FANTASIA 1917,ENDERECO 1917,NUMERO 1917,COMPLEMENTO 1917,BAIRRO 1917,PIRACICABA,SP,CEP 1917,PEQUENO,R$ 0 - R$ 50 K,18000100.0,11 - 50,01/01/1970,MATRIZ,ATIVA,Comércio atacadista de calçados,Empresa Privada,TELEFONE 1_EMPRESA_1917,TELEFONE 2_EMPRESA_1917,TELEFONE 3_EMPRESA_1917,TELEFONE 4_EMPRESA_1917,TELEFONE 5_EMPRESA_1917,WEBSITE 1_EMPRESA_1917,,,,
1021,EMPRESA_ID_1918,EMPRESA 1918,NOME FANTASIA 1918,ENDERECO 1918,NUMERO 1918,COMPLEMENTO 1918,BAIRRO 1918,PIRACICABA,SP,CEP 1918,PEQUENO,"R$ 2,5 M - R$ 10 M",180000100.0,11 - 50,10/20/1997,MATRIZ,ATIVA,"Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas",Empresa Privada,TELEFONE 1_EMPRESA_1918,TELEFONE 2_EMPRESA_1918,TELEFONE 3_EMPRESA_1918,TELEFONE 4_EMPRESA_1918,,WEBSITE 1_EMPRESA_1918,,,,
1022,EMPRESA_ID_1919,EMPRESA 1919,NOME FANTASIA 1919,ENDERECO 1919,NUMERO 1919,COMPLEMENTO 1919,BAIRRO 1919,PIRACICABA,SP,CEP 1919,MEDIO,"R$ 501 - R$ 2,5 M",1100000100.0,51 - 200,01/01/1970,MATRIZ,ATIVA,"Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente, partes e peças",Empresa Privada,TELEFONE 1_EMPRESA_1919,TELEFONE 2_EMPRESA_1919,TELEFONE 3_EMPRESA_1919,TELEFONE 4_EMPRESA_1919,TELEFONE 5_EMPRESA_1919,WEBSITE 1_EMPRESA_1919,,,,
1023,EMPRESA_ID_192,EMPRESA 192,NOME FANTASIA 192,ENDERECO 192,NUMERO 192,COMPLEMENTO 192,BAIRRO 192,DIADEMA,SP,CEP 192,PEQUENO,"R$ 501 - R$ 2,5 M",400000100.0,11 - 50,05/20/2015,MATRIZ,ATIVA,Envasamento e empacotamento sob contrato,Empresa Privada,TELEFONE 1_EMPRESA_192,,,,,,,,,
1024,EMPRESA_ID_1920,EMPRESA 1920,NOME FANTASIA 1920,ENDERECO 1920,NUMERO 1920,COMPLEMENTO 1920,BAIRRO 1920,PIRACICABA,SP,CEP 1920,MEDIO,"R$ 501 - R$ 2,5 M",330000100.0,11 - 50,09/26/1994,MATRIZ,ATIVA,Testes e análises técnicas,Empresa Privada,TELEFONE 1_EMPRESA_1920,TELEFONE 2_EMPRESA_1920,TELEFONE 3_EMPRESA_1920,TELEFONE 4_EMPRESA_1920,TELEFONE 5_EMPRESA_1920,WEBSITE 1_EMPRESA_1920,,,,
1025,EMPRESA_ID_1921,EMPRESA 1921,NOME FANTASIA 1921,ENDERECO 1921,NUMERO 1921,COMPLEMENTO 1921,BAIRRO 1921,PIRACICABA,SP,CEP 1921,MEDIO,"R$ 2,5 M - R$ 10 M",400000100.0,51 - 200,01/18/1996,MATRIZ,ATIVA,Atividades de apoio à produção florestal,Empresa Privada,TELEFONE 1_EMPRESA_1921,TELEFONE 2_EMPRESA_1921,TELEFONE 3_EMPRESA_1921,TELEFONE 4_EMPRESA_1921,TELEFONE 5_EMPRESA_1921,WEBSITE 1_EMPRESA_1921,WEBSITE 2_EMPRESA_1921,WEBSITE 3_EMPRESA_1921,,
1026,EMPRESA_ID_1922,EMPRESA 1922,NOME FANTASIA 1922,ENDERECO 1922,NUMERO 1922,COMPLEMENTO 1922,BAIRRO 1922,PIRACICABA,SP,CEP 1922,MICRO,R$ 10 M - R$ 50 M,1700000100.0,51 - 200,01/01/1970,MATRIZ,ATIVA,Consultoria em tecnologia da informação,Empresa Privada,TELEFONE 1_EMPRESA_1922,TELEFONE 2_EMPRESA_1922,TELEFONE 3_EMPRESA_1922,,,WEBSITE 1_EMPRESA_1922,WEBSITE 2_EMPRESA_1922,WEBSITE 3_EMPRESA_1922,,
1027,EMPRESA_ID_1923,EMPRESA 1923,NOME FANTASIA 1923,ENDERECO 1923,NUMERO 1923,COMPLEMENTO 1923,BAIRRO 1923,CAMPINAS,SP,CEP 1923,MICRO,R$ 51K - R$ 250 K,4400000100.0,51 - 200,01/01/1970,MATRIZ,ATIVA,Atividades de contabilidade,Empresa Privada,TELEFONE 1_EMPRESA_1923,TELEFONE 2_EMPRESA_1923,,,,WEBSITE 1_EMPRESA_1923,,,,
1028,EMPRESA_ID_1924,EMPRESA 1924,NOME FANTASIA 1924,ENDERECO 1924,NUMERO 1924,COMPLEMENTO 1924,BAIRRO 1924,CAMPINAS,SP,CEP 1924,MEDIO,"R$ 2,5 M - R$ 10 M",3800000100.0,51 - 200,07/18/2012,MATRIZ,ATIVA,Testes e análises técnicas,Empresa Privada,TELEFONE 1_EMPRESA_1924,TELEFONE 2_EMPRESA_1924,TELEFONE 3_EMPRESA_1924,,,WEBSITE 1_EMPRESA_1924,,,,
1029,EMPRESA_ID_1925,EMPRESA 1925,NOME FANTASIA 1925,ENDERECO 1925,NUMERO 1925,COMPLEMENTO 1925,BAIRRO 1925,INDAIATUBA,SP,CEP 1925,MICRO,"R$ 501 - R$ 2,5 M",60000100.0,11 - 50,08/26/2010,MATRIZ,ATIVA,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde",Empresa Privada,TELEFONE 1_EMPRESA_1925,TELEFONE 2_EMPRESA_1925,TELEFONE 3_EMPRESA_1925,TELEFONE 4_EMPRESA_1925,TELEFONE 5_EMPRESA_1925,WEBSITE 1_EMPRESA_1925,,,,
1030,EMPRESA_ID_1926,EMPRESA 1926,NOME FANTASIA 1926,ENDERECO 1926,NUMERO 1926,COMPLEMENTO 1926,BAIRRO 1926,MOGI MIRIM,SP,CEP 1926,MEDIO,"R$ 501 - R$ 2,5 M",3200000100.0,51 - 200,01/01/1970,MATRIZ,ATIVA,"Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios",Empresa Privada,TELEFONE 1_EMPRESA_1926,TELEFONE 2_EMPRESA_1926,TELEFONE 3_EMPRESA_1926,,,WEBSITE 1_EMPRESA_1926,WEBSITE 2_EMPRESA_1926,WEBSITE 3_EMPRESA_1926,,
1031,EMPRESA_ID_1927,EMPRESA 1927,NOME FANTASIA 1927,ENDERECO 1927,NUMERO 1927,COMPLEMENTO 1927,BAIRRO 1927,MOGI-GUACU,SP,CEP 1927,PEQUENO,R$ 0 - R$ 50 K,8100100.0,11 - 50,01/01/1970,MATRIZ,ATIVA,Construção de edifícios,Empresa Privada,TELEFONE 1_EMPRESA_1927,TELEFONE 2_EMPRESA_1927,TELEFONE 3_EMPRESA_1927,TELEFONE 4_EMPRESA_1927,TELEFONE 5_EMPRESA_1927,WEBSITE 1_EMPRESA_1927,,,,
1032,EMPRESA_ID_1928,EMPRESA 1928,NOME FANTASIA 1928,ENDERECO 1928,NUMERO 1928,COMPLEMENTO 1928,BAIRRO 1928,CAMPINAS,SP,CEP 1928,PEQUENO,"R$ 2,5 M - R$ 10 M",10000000100.0,201 - 500,05/16/1988,MATRIZ,ATIVA,Fabricação de outros produtos de metal não especificados anteriormente,Empresa Privada,TELEFONE 1_EMPRESA_1928,TELEFONE 2_EMPRESA_1928,TELEFONE 3_EMPRESA_1928,TELEFONE 4_EMPRESA_1928,,WEBSITE 1_EMPRESA_1928,,,,
1033,EMPRESA_ID_1929,EMPRESA 1929,NOME FANTASIA 1929,ENDERECO 1929,NUMERO 1929,COMPLEMENTO 1929,BAIRRO 1929,CAMPINAS,SP,CEP 1929,MEDIO,R$ 251 - R$ 500 K,1700000100.0,51 - 200,02/25/2002,MATRIZ,ATIVA,Comissaria de despachos,Empresa Privada,TELEFONE 1_EMPRESA_1929,TELEFONE 2_EMPRESA_1929,TELEFONE 3_EMPRESA_1929,TELEFONE 4_EMPRESA_1929,TELEFONE 5_EMPRESA_1929,WEBSITE 1_EMPRESA_1929,WEBSITE 2_EMPRESA_1929,WEBSITE 3_EMPRESA_1929,,
1034,EMPRESA_ID_193,EMPRESA 193,NOME FANTASIA 193,ENDERECO 193,NUMERO 193,COMPLEMENTO 193,BAIRRO 193,SAO PAULO,SP,CEP 193,MICRO,R$ 10 M - R$ 50 M,800000100.0,51 - 200,11/24/2011,MATRIZ,ATIVA,"Suporte técnico, manutenção e outros serviços em tecnologia da informação",Empresa Privada,TELEFONE 1_EMPRESA_193,TELEFONE 2_EMPRESA_193,,,,,,,,
1035,EMPRESA_ID_1930,EMPRESA 1930,NOME FANTASIA 1930,ENDERECO 1930,NUMERO 1930,COMPLEMENTO 1930,BAIRRO 1930,CAMPINAS,SP,CEP 1930,PEQUENO,"R$ 501 - R$ 2,5 M",5000000100.0,51 - 200,10/21/1999,MATRIZ,ATIVA,Transporte aéreo de carga,Empresa Privada,TELEFONE 1_EMPRESA_1930,TELEFONE 2_EMPRESA_1930,TELEFONE 3_EMPRESA_1930,TELEFONE 4_EMPRESA_1930,TELEFONE 5_EMPRESA_1930,WEBSITE 1_EMPRESA_1930,,,,
1036,EMPRESA_ID_1931,EMPRESA 1931,NOME FANTASIA 1931,ENDERECO 1931,NUMERO 1931,COMPLEMENTO 1931,BAIRRO 1931,SORRISO,MT,CEP 1931,MICRO,"R$ 501 - R$ 2,5 M",60000100.0,11 - 50,01/01/1970,MATRIZ,ATIVA,Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente,Empresa Privada,TELEFONE 1_EMPRESA_1931,TELEFONE 2_EMPRESA_1931,TELEFONE 3_EMPRESA_1931,,,WEBSITE 1_EMPRESA_1931,,,,
1037,EMPRESA_ID_1932,EMPRESA 1932,NOME FANTASIA 1932,ENDERECO 1932,NUMERO 1932,COMPLEMENTO 1932,BAIRRO 1932,INDAIATUBA,SP,CEP 1932,PEQUENO,R$ 51K - R$ 250 K,1100000100.0,51 - 200,01/01/1970,MATRIZ,ATIVA,Fabricação de outros produtos químicos inorgânicos não especificados anteriormente,Empresa Privada,TELEFONE 1_EMPRESA_1932,TELEFONE 2_EMPRESA_1932,TELEFONE 3_EMPRESA_1932,TELEFONE 4_EMPRESA_1932,TELEFONE 5_EMPRESA_1932,WEBSITE 1_EMPRESA_1932,,,,
1038,EMPRESA_ID_1933,EMPRESA 1933,NOME FANTASIA 1933,ENDERECO 1933,NUMERO 1933,COMPLEMENTO 1933,BAIRRO 1933,PAULINIA,SP,CEP 1933,DEMAIS,"R$ 501 - R$ 2,5 M",4400000100.0,51 - 200,10/19/1995,FILIAL,ATIVA,Armazéns gerais - emissão de warrant,Empresa Privada,TELEFONE 1_EMPRESA_1933,TELEFONE 2_EMPRESA_1933,TELEFONE 3_EMPRESA_1933,,,,,,,
1039,EMPRESA_ID_1934,EMPRESA 1934,NOME FANTASIA 1934,ENDERECO 1934,NUMERO 1934,COMPLEMENTO 1934,BAIRRO 1934,VALINHOS,SP,CEP 1934,MEDIO,R$ 51K - R$ 250 K,400000100.0,11 - 50,01/01/1970,MATRIZ,ATIVA,"Fabricação de equipamentos para irrigação agrícola, peças e acessórios",Empresa Privada,TELEFONE 1_EMPRESA_1934,TELEFONE 2_EMPRESA_1934,TELEFONE 3_EMPRESA_1934,TELEFONE 4_EMPRESA_1934,TELEFONE 5_EMPRESA_1934,WEBSITE 1_EMPRESA_1934,WEBSITE 2_EMPRESA_1934,,,
1040,EMPRESA_ID_1935,EMPRESA 1935,NOME FANTASIA 1935,ENDERECO 1935,NUMERO 1935,COMPLEMENTO 1935,BAIRRO 1935,LOUVEIRA,SP,CEP 1935,MICRO,R$ 10 M - R$ 50 M,400000100.0,51 - 200,05/31/1995,MATRIZ,ATIVA,Fabricação de pós-alimentícios,Empresa Privada,TELEFONE 1_EMPRESA_1935,TELEFONE 2_EMPRESA_1935,TELEFONE 3_EMPRESA_1935,TELEFONE 4_EMPRESA_1935,TELEFONE 5_EMPRESA_1935,,,,,
1041,EMPRESA_ID_1936,EMPRESA 1936,NOME FANTASIA 1936,ENDERECO 1936,NUMERO 1936,COMPLEMENTO 1936,BAIRRO 1936,LOUVEIRA,SP,CEP 1936,MEDIO,R$ 10 M - R$ 50 M,330000100.0,11 - 50,01/01/1970,MATRIZ,ATIVA,Impressão de material para outros usos,Empresa Privada,TELEFONE 1_EMPRESA_1936,TELEFONE 2_EMPRESA_1936,TELEFONE 3_EMPRESA_1936,TELEFONE 4_EMPRESA_1936,TELEFONE 5_EMPRESA_1936,WEBSITE 1_EMPRESA_1936,WEBSITE 2_EMPRESA_1936,WEBSITE 3_EMPRESA_1936,,
1042,EMPRESA_ID_1937,EMPRESA 1937,NOME FANTASIA 1937,ENDERECO 1937,NUMERO 1937,COMPLEMENTO 1937,BAIRRO 1937,PIRACICABA,SP,CEP 1937,MEDIO,"R$ 2,5 M - R$ 10 M",2000000100.0,51 - 200,01/01/1970,MATRIZ,ATIVA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados",Empresa Privada,TELEFONE 1_EMPRESA_1937,TELEFONE 2_EMPRESA_1937,TELEFONE 3_EMPRESA_1937,TELEFONE 4_EMPRESA_1937,TELEFONE 5_EMPRESA_1937,WEBSITE 1_EMPRESA_1937,,,,
1043,EMPRESA_ID_1938,EMPRESA 1938,NOME FANTASIA 1938,ENDERECO 1938,NUMERO 1938,COMPLEMENTO 1938,BAIRRO 1938,MARECHAL DEODORO,AL,CEP 1938,PEQUENO,"R$ 2,5 M - R$ 10 M",4400000100.0,51 - 200,01/01/1970,MATRIZ,ATIVA,Fabricação de laminados planos e tubulares de material plástico,Empresa Privada,TELEFONE 1_EMPRESA_1938,TELEFONE 2_EMPRESA_1938,TELEFONE 3_EMPRESA_1938,TELEFONE 4_EMPRESA_1938,TELEFONE 5_EMPRESA_1938,WEBSITE 1_EMPRESA_1938,,,,
1044,EMPRESA_ID_1939,EMPRESA 1939,NOME FANTASIA 1939,ENDERECO 1939,NUMERO 1939,COMPLEMENTO 1939,BAIRRO 1939,SANTA BARBARA D'OESTE,SP,CEP 1939,MICRO,"R$ 501 - R$ 2,5 M",18000100.0,11 - 50,05/31/1993,MATRIZ,ATIVA,"Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios",Empresa Privada,TELEFONE 1_EMPRESA_1939,TELEFONE 2_EMPRESA_1939,TELEFONE 3_EMPRESA_1939,TELEFONE 4_EMPRESA_1939,TELEFONE 5_EMPRESA_1939,WEBSITE 1_EMPRESA_1939,WEBSITE 2_EMPRESA_1939,,,
1045,EMPRESA_ID_194,EMPRESA 194,NOME FANTASIA 194,ENDERECO 194,NUMERO 194,COMPLEMENTO 194,BAIRRO 194,SAO PAULO,SP,CEP 194,GRANDE,"R$ 501 - R$ 2,5 M",1400000100.0,51 - 200,11/26/2015,MATRIZ,ATIVA,Desenvolvimento e licenciamento de programas de computador customizáveis,Empresa Privada,TELEFONE 1_EMPRESA_194,,,,,WEBSITE 1_EMPRESA_194,,,,
1046,EMPRESA_ID_1940,EMPRESA 1940,NOME FANTASIA 1940,ENDERECO 1940,NUMERO 1940,COMPLEMENTO 1940,BAIRRO 1940,CAMPINAS,SP,CEP 1940,PEQUENO,R$ 251 - R$ 500 K,18000100.0,4 - 10,01/01/1970,MATRIZ,ATIVA,Atividades de organizações associativas patronais e empresariais,Associação,TELEFONE 1_EMPRESA_1940,TELEFONE 2_EMPRESA_1940,TELEFONE 3_EMPRESA_1940,TELEFONE 4_EMPRESA_1940,TELEFONE 5_EMPRESA_1940,WEBSITE 1_EMPRESA_1940,WEBSITE 2_EMPRESA_1940,WEBSITE 3_EMPRESA_1940,WEBSITE 4_EMPRESA_1940,
1047,EMPRESA_ID_1941,EMPRESA 1941,NOME FANTASIA 1941,ENDERECO 1941,NUMERO 1941,COMPLEMENTO 1941,BAIRRO 1941,CAMPINAS,SP,CEP 1941,MICRO,"R$ 501 - R$ 2,5 M",330000100.0,11 - 50,06/16/1994,MATRIZ,ATIVA,Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente,Empresa Privada,TELEFONE 1_EMPRESA_1941,TELEFONE 2_EMPRESA_1941,TELEFONE 3_EMPRESA_1941,TELEFONE 4_EMPRESA_1941,TELEFONE 5_EMPRESA_1941,WEBSITE 1_EMPRESA_1941,WEBSITE 2_EMPRESA_1941,,,
1048,EMPRESA_ID_1942,EMPRESA 1942,NOME FANTASIA 1942,ENDERECO 1942,NUMERO 1942,COMPLEMENTO 1942,BAIRRO 1942,CAMPINAS,SP,CEP 1942,MICRO,R$ 51K - R$ 250 K,18000100.0,11 - 50,01/01/1970,MATRIZ,ATIVA,Desenvolvimento de programas de computador sob encomenda,Empresa Privada,TELEFONE 1_EMPRESA_1942,TELEFONE 2_EMPRESA_1942,TELEFONE 3_EMPRESA_1942,,,WEBSITE 1_EMPRESA_1942,,,,
1049,EMPRESA_ID_1943,EMPRESA 1943,NOME FANTASIA 1943,ENDERECO 1943,NUMERO 1943,COMPLEMENTO 1943,BAIRRO 1943,CAMPINAS,SP,CEP 1943,MICRO,"R$ 501 - R$ 2,5 M",1100000100.0,51 - 200,01/01/1970,MATRIZ,ATIVA,Atividades de contabilidade,Empresa Privada,TELEFONE 1_EMPRESA_1943,TELEFONE 2_EMPRESA_1943,TELEFONE 3_EMPRESA_1943,,,WEBSITE 1_EMPRESA_1943,,,,
1050,EMPRESA_ID_1944,EMPRESA 1944,NOME FANTASIA 1944,ENDERECO 1944,NUMERO 1944,COMPLEMENTO 1944,BAIRRO 1944,CAMPINAS,SP,CEP 1944,MICRO,R$ 10 M - R$ 50 M,180000100.0,11 - 50,01/01/1970,MATRIZ,ATIVA,Edição de livros,Empresa Privada,TELEFONE 1_EMPRESA_1944,,,,,WEBSITE 1_EMPRESA_1944,WEBSITE 2_EMPRESA_1944,WEBSITE 3_EMPRESA_1944,,
1051,EMPRESA_ID_1945,EMPRESA 1945,NOME FANTASIA 1945,ENDERECO 1945,NUMERO 1945,COMPLEMENTO 1945,BAIRRO 1945,HORTOLANDIA,SP,CEP 1945,PEQUENO,R$ 100 M - R$ 250 M,2000000100.0,51 - 200,01/01/1970,MATRIZ,ATIVA,Atividades de estudos geológicos,Empresa Privada,TELEFONE 1_EMPRESA_1945,TELEFONE 2_EMPRESA_1945,TELEFONE 3_EMPRESA_1945,TELEFONE 4_EMPRESA_1945,,WEBSITE 1_EMPRESA_1945,WEBSITE 2_EMPRESA_1945,,,
1052,EMPRESA_ID_1946,EMPRESA 1946,NOME FANTASIA 1946,ENDERECO 1946,NUMERO 1946,COMPLEMENTO 1946,BAIRRO 1946,CAMPINAS,SP,CEP 1946,PEQUENO,R$ 50 M - R$ 100 M,90000100.0,11 - 50,04/19/1985,MATRIZ,ATIVA,Comércio varejista especializado de equipamentos e suprimentos de informática,Empresa Privada,TELEFONE 1_EMPRESA_1946,TELEFONE 2_EMPRESA_1946,TELEFONE 3_EMPRESA_1946,TELEFONE 4_EMPRESA_1946,TELEFONE 5_EMPRESA_1946,WEBSITE 1_EMPRESA_1946,,,,
1053,EMPRESA_ID_1947,EMPRESA 1947,NOME FANTASIA 1947,ENDERECO 1947,NUMERO 1947,COMPLEMENTO 1947,BAIRRO 1947,PAULINIA,SP,CEP 1947,PEQUENO,"R$ 501 - R$ 2,5 M",3800000100.0,51 - 200,01/01/1970,MATRIZ,ATIVA,"Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios",Empresa Privada,TELEFONE 1_EMPRESA_1947,TELEFONE 2_EMPRESA_1947,TELEFONE 3_EMPRESA_1947,TELEFONE 4_EMPRESA_1947,,WEBSITE 1_EMPRESA_1947,,,,
1054,EMPRESA_ID_1948,EMPRESA 1948,NOME FANTASIA 1948,ENDERECO 1948,NUMERO 1948,COMPLEMENTO 1948,BAIRRO 1948,CAMPINAS,SP,CEP 1948,MICRO,R$ 0 - R$ 50 K,60000100.0,11 - 50,07/24/1973,MATRIZ,ATIVA,"Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios",Empresa Privada,TELEFONE 1_EMPRESA_1948,TELEFONE 2_EMPRESA_1948,TELEFONE 3_EMPRESA_1948,TELEFONE 4_EMPRESA_1948,,WEBSITE 1_EMPRESA_1948,,,,
1055,EMPRESA_ID_1949,EMPRESA 1949,NOME FANTASIA 1949,ENDERECO 1949,NUMERO 1949,COMPLEMENTO 1949,BAIRRO 1949,CAMPINAS,SP,CEP 1949,MICRO,"R$ 501 - R$ 2,5 M",480000100.0,11 - 50,01/01/1970,MATRIZ,ATIVA,"Serviços de usinagem, torneiria e solda",Empresa Privada,TELEFONE 1_EMPRESA_1949,TELEFONE 2_EMPRESA_1949,,,,WEBSITE 1_EMPRESA_1949,,,,
1056,EMPRESA_ID_195,EMPRESA 195,NOME FANTASIA 195,ENDERECO 195,NUMERO 195,COMPLEMENTO 195,BAIRRO 195,BARUERI,SP,CEP 195,PEQUENO,"R$ 2,5 M - R$ 10 M",260000100.0,11 - 50,01/01/1970,MATRIZ,ATIVA,Fabricação de embalagens de cartolina e papel-cartão,Empresa Privada,TELEFONE 1_EMPRESA_195,TELEFONE 2_EMPRESA_195,TELEFONE 3_EMPRESA_195,TELEFONE 4_EMPRESA_195,TELEFONE 5_EMPRESA_195,WEBSITE 1_EMPRESA_195,WEBSITE 2_EMPRESA_195,WEBSITE 3_EMPRESA_195,WEBSITE 4_EMPRESA_195,WEBSITE 5_EMPRESA_195
1057,EMPRESA_ID_1950,EMPRESA 1950,NOME FANTASIA 1950,ENDERECO 1950,NUMERO 1950,COMPLEMENTO 1950,BAIRRO 1950,CAMPINAS,SP,CEP 1950,PEQUENO,"R$ 501 - R$ 2,5 M",400000100.0,11 - 50,01/01/1970,MATRIZ,ATIVA,Serviços advocatícios,Empresa Privada,TELEFONE 1_EMPRESA_1950,TELEFONE 2_EMPRESA_1950,TELEFONE 3_EMPRESA_1950,TELEFONE 4_EMPRESA_1950,,WEBSITE 1_EMPRESA_1950,WEBSITE 2_EMPRESA_1950,,,
1058,EMPRESA_ID_1951,EMPRESA 1951,NOME FANTASIA 1951,ENDERECO 1951,NUMERO 1951,COMPLEMENTO 1951,BAIRRO 1951,BELO HORIZONTE,MG,CEP 1951,PEQUENO,R$ 251 - R$ 500 K,330000100.0,11 - 50,12/27/1999,MATRIZ,ATIVA,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",Empresa Privada,TELEFONE 1_EMPRESA_1951,TELEFONE 2_EMPRESA_1951,TELEFONE 3_EMPRESA_1951,TELEFONE 4_EMPRESA_1951,TELEFONE 5_EMPRESA_1951,WEBSITE 1_EMPRESA_1951,,,,
